config,run,doc_key,doc_type,question,ground_truth,answer,kw_v2,kw_v3,category,difficulty,n_retrieved,retrieval_time,generation_time,total_time,q_type,retry_count
prompt_v3,0,doc_D,mixed,예약발매시스템의 보안 준수사항에서 다루는 세부 항목은?,"공통사항, 용역사업 참여인원에 대한 보안관리, 자료에 대한 보안관리, 용역수행 관련 장비에 대한 보안관리, 내·외부망 접근에 대한 보안관리, 보안특약 조항","항목 | 대상정보 | 비고
1 | 기관 소유 정보시스템의 내.외부IP주소 현황 | 
2 | 세부 정보시스템 구성현황 및 정보통신망 구성도 | 
3 | 사용자계정ᆞ비밀번호 등 정보시스템 접근권한 정보 | 
4 | 정보통신망 취약점 분석·평가 결과물 | 
5 | 용역사업 결과물 및 프로그램 소스코드 | 
6 | 국가용 보안시스템 및 정보보호시스템 도입 현황 | 
7 | 침입차단시스템ᆞ방지시스템(IPS)등 정보보호제품 및 라우터ᆞ스위치등 네트워크 장비 설정 정보 | 
8 | 「공공기관의 정보공개에 관한 법률」제9조제1항에 따라 비공개 대상 정보로 분류된 기관의 내부문서 | 
9 | 「개인정보보호법」제2조제1호의 개인정보 | 
10 | 「보안업무규정」제4조의 비밀 및 동 시행규칙 제7조제3항의 대외비 | 
11 | 그 밖에 각급기관의 장이 공개가 불가하다고 판단한 자료 |",0.05263157894736842,0.21052631578947367,security,hard,15,1.7985351085662842,11.567229509353638,13.365764617919922,list,0
prompt_v3,0,doc_E,hwp_representative,스포츠윤리센터 LMS 기능개선 사업의 소요예산은?,"금 46,445,000원(부가가치세 포함)","□ 소요예산 : 금 46,445,000원(부가가치세 포함)",1.0,1.0,budget,easy,15,2.7349038124084473,4.139585018157959,6.874488830566406,direct,0
prompt_v3,0,doc_E,hwp_representative,스포츠윤리센터 LMS 사업기간은?,계약 후 150일,□ 사업기간 : 계약 후 150일,1.0,1.0,schedule,easy,15,2.6888279914855957,3.8810617923736572,6.569889783859253,direct,0
prompt_v3,0,doc_E,hwp_representative,스포츠윤리센터 LMS 기능개선의 추진배경 및 필요성은?,"학습자의 흥미도를 고려한 상호작용 형태의 교육콘텐츠 구현 필요, 현장교육 확대에 따라 자동화 강사파견 시스템 개발, 교육등록 체계·통계 등 현행 기능의 고도화 필요, 학습자 편의성·접근성 향상을 위한 LMS 기능개선","2. 추진배경 및 필요성 

 □ 학습자의 흥미도를 고려한 상호작용 형태의 교육콘텐츠 구현 필요
 □ 현장교육 확대에 따라 자동화 강사파견 시스템 개발
 □ 교육등록 체계·통계 등 현행 기능의 고도화 필요
 □ 학습자 편의성·접근성 향상을 위한 LMS(학습지원시스템) 기능개선",0.896551724137931,1.0,technical,medium,15,2.0240795612335205,7.820260047912598,9.844339609146118,list,0
prompt_v3,0,doc_E,hwp_representative,스포츠윤리센터 LMS 사업의 수요기관과 담당부서는?,수요기관은 스포츠윤리센터이며 담당부서는 정책실 교육정책팀,"□ 수요기관 : 스포츠윤리센터
문의처: 스포츠윤리센터 교육정책팀",0.2,0.6,general,easy,15,2.5834269523620605,10.784920692443848,13.368347644805908,direct,0
prompt_v3,0,doc_E,hwp_representative,스포츠윤리센터 LMS 사업의 사업추진방식은?,제한경쟁입찰(협상에 의한 계약),□ 사업추진방식 : 제한경쟁입찰(협상에 의한 계약),1.0,1.0,procurement,medium,15,2.6149511337280273,5.101241588592529,7.716192722320557,direct,0
prompt_v3,0,doc_E,hwp_representative,스포츠윤리센터 LMS 제안서 평가방식과 평가기준은 몇 장에서 다루는가?,Ⅶ장 제안서 평가방법에서 다루며 1. 제안서 평가방식(47p)과 2. 제안서 기술 평가 기준(47p)에 상세 기술,"""VII.제안서 평가방법""
""471. 제안서 평가방식""
""472. 제안서 기술 평가 기준""",0.5714285714285714,0.6153846153846154,evaluation,hard,15,2.5378119945526123,13.059074878692627,15.59688687324524,location,0
route_type,0,doc_A,text_only,본 사업의 사업명은 무엇인가?,수협중앙회 수산물 사이버직매장 재구축 ISMP수립 용역,수협중앙회 수산물 사이버직매장 재구축 ISMP수립 용역,1.0,1.0,general,easy,15,1.7361061573028564,6.421229362487793,8.15733551979065,direct,0
route_type,0,doc_A,text_only,사업기간은 어떻게 되는가?,계약일로부터 4월(120일),"1. □ 사업기간 : 계약일로부터 4월(120일) * 사업기간은 협의에 의해 조정할 수 있음
2. □ 사업기간 : 계약일로부터 4개월
3. 단계 | 사업기간 | 추진과제 | 사업비
4. 계 | 14개월 | | 4,800 내외
5. 1단계 | ‘24. 6.~’24.10(4개월) | ᄋISMP(정보시스템마스터플랜) 수립-To-be시스템의 구조 및 상세기능 설계-구축비용 산정, 구축제안서(RFP)작성 및구축업체 선정 지원ᄋ 데이터 표준화 및 정비-데이터 구조분석·검증 및 목표 모델 설계 제시 | 300내외
6. 2단계 | ‘24.12~’25.10(10개월) | ᄋTo-be시스템구축 및 개발-구축제안서(RFP)에 따른 목표시스템 구축및 개발ᄋ 테스트 및 안정화 | 4,300내외
7. 감리 | ‘24.12~’25.10 | ᄋ요구정의, 설계, 종료 단계 각 산출물에대한 감리 | 200내외",1.0,1.0,schedule,easy,15,1.8276069164276123,29.285200119018555,31.112807035446167,list,0
route_type,0,doc_A,text_only,사업예산은 얼마인가?,300백만원(V.A.T. 포함),□ 사업예산 : 300백만원(V.A.T. 포함),1.0,1.0,budget,easy,15,1.7437174320220947,4.3813347816467285,6.125052213668823,direct,0
route_type,0,doc_A,text_only,입찰방식 및 계약방법은 무엇인가?,제한경쟁입찰(협상에 의한 계약),1. 입찰방식 및 방법 : 제한경쟁입찰(협상에 의한 계약),1.0,1.0,procurement,easy,15,2.2808284759521484,8.842344999313354,11.123173475265503,direct,0
route_type,0,doc_A,text_only,現 수산물 사이버직매장 시스템의 주요 문제점은 무엇인가?,"시스템 노후화(2015년 구축)로 인한 장애위험 증가 및 유지관리 한계, 보안정책 과다 적용 및 스위치 대역폭 부족, SSF(회계) 및 수협은행 등 내부 시스템 간 미연동에 따른 불필요한 행정업무 과다 발생","1. ○ 現 시스템 노후화(2015년 구축)로 인한 장애위험 증가 및 유지관리 한계
2. * 수산물 사이버직매장 시스템을 구성하는 H/W(Server, Storage, 네트워크 장비 등), SW(OS, DBMS등)의 내용연수 경과 및 EOS(End Of Service) 상태
3. ○ 신용(금융)사업 네트워크 환경을 공유함으로써 발생하는 보안정책 과다 적용 및 스위치 대역폭* 부족 문제에 대한 개선 필요 
4. * 스위치 대역폭은 1GB이며, 실가능 대역폭은 300MB 수준",0.625,0.68,technical,medium,15,1.939727544784546,16.911592483520508,18.851320028305054,list,0
route_type,0,doc_A,text_only,기존 수산물 사이버직매장 총 사업비와 추진 단계는 어떻게 되었는가?,"총 사업비 2,996백만원(자담 50%, 국고보조 50%), 1단계('14.6월~'15.5월)와 2단계('15.6월~'15.12월)로 추진","1. ○ 사업기간 : 1단계(‘14. 6월 ~ ‘15. 5월), 2단계(‘15. 6월 ~ ‘15. 12월)
2. ○ 총 사업비 : 2,996백만원(자담 50%, 국고보조 50%)",0.5,0.7272727272727273,budget,medium,15,1.9734714031219482,7.686534881591797,9.660006284713745,list,0
route_type,0,doc_B,table_simple,국가교육과정정보센터(NCIC) 시스템 운영 및 개선 사업의 사업기간은?,계약체결일 ~ 2024.11.15.(금),❍사업기간 : 계약체결일~ 2024.11.15.(금),1.0,1.0,schedule,easy,15,1.6566388607025146,5.930760860443115,7.58739972114563,direct,0
route_type,0,doc_B,table_simple,NCIC 사업의 사업금액은 얼마인가?,"50,000,000원 (VAT 포함)","❍사업금액 : 50,000,000원 (VAT포함)",1.0,1.0,budget,easy,15,1.9312407970428467,8.259880542755127,10.191121339797974,direct,0
route_type,0,doc_B,table_simple,NCIC 사업에서 고도화 내용으로 요구하는 항목들은 무엇인가?,"국가교육과정 관련 정보의 표준화 및 체계화, 사용자 편의성(UI/UX)를 고려한 웹사이트 전면 개편, 설문조사 시스템의 장기적 활용을 위한 데이터 누적관리 체계 구축, 사용자 로그인 및 관리 기능 신규 개발, 접속자 통계 기록 및 데이터 추출 기능 신규 개발","1. ""1 현재 탑재되어 있는 국가교육과정 관련 정보의 표준화 및 체계화""
2. ""2 사용자 편의성(UI/UX)를 고려한 웹사이트 전면 개편""
3. ""3 현행 설문조사 시스템의 장기적 활용을 위한 데이터 누적관리 체계 구축""
4. ""4 사용자 로그인 및 관리 기능 신규 개발""
5. ""5 국가교육과정정보센터 접속자 통계 기록 및 데이터 추출 기능 신규 개발""",0.8823529411764706,1.0,technical,medium,15,1.9132537841796875,10.935737371444702,12.84899115562439,list,0
route_type,0,doc_B,table_simple,NCIC 사업의 유지보수 내용은 무엇인가?,"웹사이트 운영 상 장애가 발생하지 않도록 점검 및 유지보수(WEB, WAS, DB 등), 사용자 요청에 따라 웹페이지 수정(게시판 추가, 배너 수정 등)","1. 1 웹사이트 운영 상 장애가 발생하지 않도록 점검 및 유지보수(WEB, WAS, DB 등)
2. 2 사용자 요청에 따라 웹페이지 수정(게시판 추가, 배너 수정 등)",0.9473684210526315,1.0,technical,medium,15,1.6981163024902344,12.066248178482056,13.76436448097229,list,0
route_type,0,doc_B,table_simple,NCIC 사업의 추진 목표는 무엇인가?,국가교육과정 환경에 적합한 최신 기술을 도입하여 데이터를 체계적으로 관리하고 시스템의 안정적 확산을 위한 기반 마련,❍ 추진 목표: 국가교육과정 환경에 적합한 최신 기술을 도입하여 데이터를 체계적으로 관리하고 시스템의 안정적 확산을 위한 기반 마련,1.0,1.0,general,easy,15,1.7509641647338867,4.907549858093262,6.658514022827148,direct,0
route_type,0,doc_B,table_simple,NCIC 사업의 관련 법규는 무엇인가?,국가를 당사자로 하는 계약에 관한 법률 시행령 제43조 및 제43조의 2,관련법규 : 국가를 당사자로 하는 계약에 관한 법률 시행령 제43조 및 제43조의 2,1.0,1.0,compliance,hard,15,1.6252169609069824,6.39790415763855,8.023121118545532,direct,0
route_type,0,doc_C,table_complex,차세대 응급의료 상황관리시스템 구축 사업의 사업예산은 얼마인가?,"금일십사억원정(￦1,400,000,000원, VAT 포함)","다. 사업예산 : 금일십사억원정 (₩1,400,000,000원, VAT포함)",0.5,1.0,budget,easy,15,1.7826523780822754,4.640639066696167,6.423291444778442,direct,0
route_type,0,doc_C,table_complex,차세대 응급의료 상황관리시스템의 사업기간은?,계약일로부터 2024년 12월 31일까지,나. 사업기간 : 계약일로부터 2024년 12월 31일까지,1.0,1.0,schedule,easy,15,1.933502435684204,2.8901286125183105,4.823631048202515,direct,0
route_type,0,doc_C,table_complex,응급의료 상황관리시스템 구축의 추진배경에서 전원(병원간 이송) 관련 문제점은?,"중증응급환자의 전원 수용병원 결정을 위해 수차례의 수용 요청이 필요하며 평균 9.3개의 의료기관에 전원의뢰, 지역응급의료기관 등 당직의사 1명인 곳에서는 전원 섭외 중 환자 진료가 불가능하고 섭외 시간만큼 환자 치료가 지연","1. ""가. 응급의료는 국민의 생명과 직결되는 대표적인 필수의료 분야이나 최근 응급실 뺑뺑이 사건 등 병원 전 단계에서 치료 가능한 응급실 섭외 지연 문제 발생""
2. ""나. 병원간 이송(이하 “전원”)이 현 응급의료에서 가장 취약한 영역""
3. "" - 응급실로 내원 중증환자(KTAS 1,2)의 13.5%(‘22년 기준)가 전원을 하고 있는 실정""
4. ""- 다수의 응급실을 전전하는 미수용 환자 발생을 최소화하고, 미해결 전원 조정을 통해 한정된 응급의료자원의 효율적인 운영체계를 마련하여 응급환자의 사망률과 장애 최소화""
5. ""- 중증응급환자의 전원 수용병원 결정을 위해 수차례의 수용 요청이 필요(‘22년 중앙응급의료상황실 자료에 따르면 평균 9.3개의 의료기관에 전원의뢰)""
6. ""- 지역응급의료기관 등 당직의사가 1명에 불과한 곳에서는 전원 섭외 중 환자 진료가 불가능하고 섭외 시간만큼 환자 치료가 지연""
7. ""다. ‘12년 응급상담의 119 이전 이후, 소방 구급상황관리센터에서 전원 업무 수행중이나, 일선에서는 비 작동""
8. "" - 비 의료조직인 소방에 의한 전원 조정에 대한 응급의료기관의 정서적 거부감""
9. "" - 잦은 인사이동으로 인한 소방의 전문성 결여""",0.8888888888888888,0.9629629629629629,technical,medium,15,2.137497663497925,25.87326192855835,28.010759592056274,list,0
route_type,0,doc_C,table_complex,응급의료 상황관리시스템의 예산코드는 무엇인가?,29. 중앙응급의료센터 운영지원-관리운영비-외주용역비-광역상황실,라. 예산코드 : 29. 중앙응급의료센터 운영지원-관리운영비-외주용역비-광역상황실,1.0,1.0,budget,hard,15,1.6445424556732178,4.811906337738037,6.456448793411255,direct,0
route_type,0,doc_C,table_complex,기존 응급의료 상황관리시스템은 언제 최초 구축되었는가?,'18년에 재난응급의료상황 접수시스템으로 최초 구축,※ ‘18년 재난응급의료상황 접수시스템 최초 구축,0.6,0.8,schedule,medium,15,1.9904758930206299,10.760576009750366,12.751051902770996,direct,0
route_type,0,doc_C,table_complex,응급의료 시스템 구축에서 광역상황실 설치 결정의 근거는?,제4차 응급의료기본계획('23.3)과 응급의료긴급대책 당정협의('23.5),라. 제4차 응급의료기본계획(‘23.3)과 응급의료긴급대책 당정협의(‘23.5)에 따라 광역응급의료상황실 설치 결정,0.5,0.6666666666666666,compliance,hard,15,1.827150821685791,5.501950979232788,7.329101800918579,direct,0
route_type,0,doc_D,mixed,예약발매시스템 개량 ISMP 용역의 사업비는 얼마인가?,470백만원 (VAT 포함),3. 사 업 비 : 470백만원 (VAT포함),1.0,1.0,budget,easy,15,2.0199227333068848,5.899578809738159,7.919501543045044,direct,0
route_type,0,doc_D,mixed,예약발매시스템 ISMP 사업기간은?,체결일로부터 5개월 이내,사업기간 : 체결일로부터 5개월 이내,1.0,1.0,schedule,easy,15,1.9652974605560303,3.85563325881958,5.82093071937561,direct,0
route_type,0,doc_D,mixed,예약발매시스템 개량의 추진배경은?,"'15년 시스템 개선 후 '17년과 '20년에 하드웨어만 개량하여 노후화와 운용 효율 저하, IT운영센터 신축 및 SR 시스템 분리, MaaS·AI·빅데이터 등 산업 동향 대응 예약발매 플랫폼 전략 부재","1. 1. (배경) 1 ’15년 시스템 개선 후 ’17년, ’20년에 하드웨어만 개량하여 노후화와 운용 효율 저하 2 IT운영센터 신축, SR 시스템 분리 3 MaaS·AI·빅데이터 등 산업 동향 대응 예약발매 플랫폼 전략 부재 4 「제4차 철도산업발전 기본계획」 고시(디지털 플랫폼 강화)

2. 2. (문제) SW·HW 버전 불일치와 노후 개발·운영 환경 ☞ IT 자원 성능·효율 저하, 신기술 활용 제약, 보안성 저하, 서비스 개선 범위 제한 및 기술·사업 환경 변화 대응 필요",0.8461538461538461,0.8846153846153846,technical,medium,15,1.6719088554382324,16.45150399208069,18.12341284751892,list,0
route_type,0,doc_D,mixed,예약발매시스템 ISMP의 제안서 평가방법은 어떤 장에서 다루고 있는가?,7장 제안안내사항의 나. 제안서 평가 방법(48페이지)과 다. 제안서 평가 기준(50페이지),"7. 제안안내사항

나. 제안서 평가 방법",0.5,0.5,evaluation,medium,15,1.9756498336791992,14.175563097000122,16.15121293067932,direct,0
route_type,0,doc_D,mixed,예약발매시스템 ISMP에서 하자담보 책임기간은 어디에 규정되어 있는가?,9장 기타 사항의 가. 하자담보 책임기간(72페이지),"제9장 ""기타 사항"" 가. 하자담보 책임기간 — 72페이지

문서 원문 표현(인용): ""가. 하자담보 책임기간"" 및 ""하자담보 책임기간은 계약사업자는 본 사업이 종료한 날(사업에 대한 시험 및 검사를 수행하여 최종산출물을 인도한 날을 말함)로부터 1년으로 한다.""",0.6666666666666666,0.8333333333333334,maintenance,hard,15,2.1088125705718994,10.768199443817139,12.877012014389038,location,0
route_type,0,doc_D,mixed,예약발매시스템의 보안 준수사항에서 다루는 세부 항목은?,"공통사항, 용역사업 참여인원에 대한 보안관리, 자료에 대한 보안관리, 용역수행 관련 장비에 대한 보안관리, 내·외부망 접근에 대한 보안관리, 보안특약 조항","- 1 | 기관 소유 정보시스템의 내.외부IP주소 현황 | 
- 2 | 세부 정보시스템 구성현황 및 정보통신망 구성도 | 
- 3 | 사용자계정ᆞ비밀번호 등 정보시스템 접근권한 정보 | 
- 4 | 정보통신망 취약점 분석·평가 결과물 | 
- 5 | 용역사업 결과물 및 프로그램 소스코드 | 
- 6 | 국가용 보안시스템 및 정보보호시스템 도입 현황 | 
- 7 | 침입차단시스템ᆞ방지시스템(IPS)등 정보보호제품 및 라우터ᆞ스위치등 네트워크 장비 설정 정보 | 
- 8 | 「공공기관의 정보공개에 관한 법률」제9조제1항에 따라 비공개 대상 정보로 분류된 기관의 내부문서 | 
- 9 | 「개인정보보호법」제2조제1호의 개인정보 | 
- 10 | 「보안업무규정」제4조의 비밀 및 동 시행규칙 제7조제3항의 대외비 | 
- 11 | 그 밖에 각급기관의 장이 공개가 불가하다고 판단한 자료 |",0.05263157894736842,0.21052631578947367,security,hard,15,1.7503390312194824,42.8259334564209,44.57627248764038,list,0
route_type,0,doc_E,hwp_representative,스포츠윤리센터 LMS 기능개선 사업의 소요예산은?,"금 46,445,000원(부가가치세 포함)","□ 소요예산 : 금 46,445,000원(부가가치세 포함)",1.0,1.0,budget,easy,15,2.648690938949585,5.904696702957153,8.553387641906738,direct,0
route_type,0,doc_E,hwp_representative,스포츠윤리센터 LMS 사업기간은?,계약 후 150일,□ 사업기간 : 계약 후 150일,1.0,1.0,schedule,easy,15,2.7417781352996826,4.633633375167847,7.375411510467529,direct,0
route_type,0,doc_E,hwp_representative,스포츠윤리센터 LMS 기능개선의 추진배경 및 필요성은?,"학습자의 흥미도를 고려한 상호작용 형태의 교육콘텐츠 구현 필요, 현장교육 확대에 따라 자동화 강사파견 시스템 개발, 교육등록 체계·통계 등 현행 기능의 고도화 필요, 학습자 편의성·접근성 향상을 위한 LMS 기능개선","1. □ 학습자의 흥미도를 고려한 상호작용 형태의 교육콘텐츠 구현 필요
2. □ 현장교육 확대에 따라 자동화 강사파견 시스템 개발
3. □ 교육등록 체계·통계 등 현행 기능의 고도화 필요
4. □ 학습자 편의성·접근성 향상을 위한 LMS(학습지원시스템) 기능개선",0.896551724137931,1.0,technical,medium,15,1.8953382968902588,6.994446277618408,8.889784574508667,list,0
route_type,0,doc_E,hwp_representative,스포츠윤리센터 LMS 사업의 수요기관과 담당부서는?,수요기관은 스포츠윤리센터이며 담당부서는 정책실 교육정책팀,"□ 수요기관 : 스포츠윤리센터
문의처: 스포츠윤리센터 교육정책팀",0.2,0.6,general,easy,15,2.549820899963379,12.16538405418396,14.715204954147339,direct,0
route_type,0,doc_E,hwp_representative,스포츠윤리센터 LMS 사업의 사업추진방식은?,제한경쟁입찰(협상에 의한 계약),제한경쟁입찰(협상에 의한 계약),1.0,1.0,procurement,medium,15,2.6458516120910645,4.34834361076355,6.994195222854614,direct,0
route_type,0,doc_E,hwp_representative,스포츠윤리센터 LMS 제안서 평가방식과 평가기준은 몇 장에서 다루는가?,Ⅶ장 제안서 평가방법에서 다루며 1. 제안서 평가방식(47p)과 2. 제안서 기술 평가 기준(47p)에 상세 기술,제7장 「제안서 평가방법」 — 1. 「제안서 평가방식」 및 2. 「제안서 기술평가 기준」 (47페이지),0.5714285714285714,0.6923076923076923,evaluation,hard,15,2.515462875366211,26.66172194480896,29.17718482017517,location,0
section_ctx,0,doc_A,text_only,본 사업의 사업명은 무엇인가?,수협중앙회 수산물 사이버직매장 재구축 ISMP수립 용역,수협중앙회 수산물 사이버직매장 재구축 ISMP수립 용역,1.0,1.0,general,easy,15,1.731123924255371,5.320977687835693,7.0521016120910645,direct,0
section_ctx,0,doc_A,text_only,사업기간은 어떻게 되는가?,계약일로부터 4월(120일),"1. □ 사업기간 : 계약일로부터 4월(120일) * 사업기간은 협의에 의해 조정할 수 있음
2. 단계 | 사업기간 | 추진과제 | 사업비
3. 계 | 14개월 | | 4,800 내외
4. 1단계 | ‘24. 6.~’24.10(4개월) | ᄋISMP(정보시스템마스터플랜) 수립-To-be시스템의 구조 및 상세기능 설계-구축비용 산정, 구축제안서(RFP)작성 및구축업체 선정 지원ᄋ 데이터 표준화 및 정비-데이터 구조분석·검증 및 목표 모델 설계 제시 | 300내외
5. 2단계 | ‘24.12~’25.10(10개월) | ᄋTo-be시스템구축 및 개발-구축제안서(RFP)에 따른 목표시스템 구축및 개발ᄋ 테스트 및 안정화 | 4,300내외
6. 감리 | ‘24.12~’25.10 | ᄋ요구정의, 설계, 종료 단계 각 산출물에대한 감리 | 200내외
7. ○ 사업기간 : 1단계(‘14. 6월 ~ ‘15. 5월), 2단계(‘15. 6월 ~ ‘15. 12월)
8. □ 사업기간 : 계약일로부터 4개월",1.0,1.0,schedule,easy,15,1.592637300491333,26.749806880950928,28.34244418144226,list,0
section_ctx,0,doc_A,text_only,사업예산은 얼마인가?,300백만원(V.A.T. 포함),□ 사업예산 : 300백만원(V.A.T. 포함),1.0,1.0,budget,easy,15,1.7562904357910156,4.204347133636475,5.96063756942749,direct,0
section_ctx,0,doc_A,text_only,입찰방식 및 계약방법은 무엇인가?,제한경쟁입찰(협상에 의한 계약),입찰방식 및 방법 : 제한경쟁입찰(협상에 의한 계약),1.0,1.0,procurement,easy,15,1.6881146430969238,4.049488306045532,5.737602949142456,direct,0
section_ctx,0,doc_A,text_only,現 수산물 사이버직매장 시스템의 주요 문제점은 무엇인가?,"시스템 노후화(2015년 구축)로 인한 장애위험 증가 및 유지관리 한계, 보안정책 과다 적용 및 스위치 대역폭 부족, SSF(회계) 및 수협은행 등 내부 시스템 간 미연동에 따른 불필요한 행정업무 과다 발생","1. ○ 現 시스템 노후화(2015년 구축)로 인한 장애위험 증가 및 유지관리 한계
2. * 수산물 사이버직매장 시스템을 구성하는 H/W(Server, Storage, 네트워크 장비 등), SW(OS, DBMS등)의 내용연수 경과 및 EOS(End Of Service) 상태
3. ○ 신용(금융)사업 네트워크 환경을 공유함으로써 발생하는 보안정책 과다 적용 및 스위치 대역폭* 부족 문제에 대한 개선 필요
4. * 스위치 대역폭은 1GB이며, 실가능 대역폭은 300MB 수준
5. ○ 데이터 구조 검증 및 목표모델 제시 - 현행 데이터 구조 문제로 인해 반복되는 문제 분석 및 개선방안 제시
6. - 원천 시스템의 오류 데이터 및 이관 후 오류 데이터 정제방안 제시",0.625,0.68,technical,medium,15,1.8971774578094482,34.12103605270386,36.018213510513306,list,0
section_ctx,0,doc_A,text_only,기존 수산물 사이버직매장 총 사업비와 추진 단계는 어떻게 되었는가?,"총 사업비 2,996백만원(자담 50%, 국고보조 50%), 1단계('14.6월~'15.5월)와 2단계('15.6월~'15.12월)로 추진","1. ○ 사업기간 : 1단계(‘14. 6월 ~ ‘15. 5월), 2단계(‘15. 6월 ~ ‘15. 12월)
2. ○ 총 사업비 : 2,996백만원(자담 50%, 국고보조 50%)",0.5,0.7272727272727273,budget,medium,15,2.0178422927856445,8.760995388031006,10.77883768081665,list,0
section_ctx,0,doc_B,table_simple,국가교육과정정보센터(NCIC) 시스템 운영 및 개선 사업의 사업기간은?,계약체결일 ~ 2024.11.15.(금),❍ 사업기간 : 계약체결일 ~ 2024. 11. 15.(금),0.5,0.5,schedule,easy,15,1.739743947982788,8.73949408531189,10.479238033294678,direct,0
section_ctx,0,doc_B,table_simple,NCIC 사업의 사업금액은 얼마인가?,"50,000,000원 (VAT 포함)","❍사업금액 : 50,000,000원 (VAT포함)",1.0,1.0,budget,easy,15,1.9797158241271973,5.824424505233765,7.804140329360962,direct,0
section_ctx,0,doc_B,table_simple,NCIC 사업에서 고도화 내용으로 요구하는 항목들은 무엇인가?,"국가교육과정 관련 정보의 표준화 및 체계화, 사용자 편의성(UI/UX)를 고려한 웹사이트 전면 개편, 설문조사 시스템의 장기적 활용을 위한 데이터 누적관리 체계 구축, 사용자 로그인 및 관리 기능 신규 개발, 접속자 통계 기록 및 데이터 추출 기능 신규 개발","1. 1 현재 탑재되어 있는 국가교육과정 관련 정보의 표준화 및 체계화
2. 2 사용자 편의성(UI/UX)를 고려한 웹사이트 전면 개편
3. 3 현행 설문조사 시스템의 장기적 활용을 위한 데이터 누적관리 체계 구축
4. 4 사용자 로그인 및 관리 기능 신규 개발
5. 5 국가교육과정정보센터 접속자 통계 기록 및 데이터 추출 기능 신규 개발",0.8823529411764706,1.0,technical,medium,15,1.9089031219482422,11.646075248718262,13.554978370666504,list,0
section_ctx,0,doc_B,table_simple,NCIC 사업의 유지보수 내용은 무엇인가?,"웹사이트 운영 상 장애가 발생하지 않도록 점검 및 유지보수(WEB, WAS, DB 등), 사용자 요청에 따라 웹페이지 수정(게시판 추가, 배너 수정 등)","- 1 웹사이트 운영 상 장애가 발생하지 않도록 점검 및 유지보수(WEB, WAS, DB 등)
- 2 사용자 요청에 따라 웹페이지 수정(게시판 추가, 배너 수정 등)",0.9473684210526315,1.0,technical,medium,15,1.788909912109375,8.911203622817993,10.700113534927368,list,0
section_ctx,0,doc_B,table_simple,NCIC 사업의 추진 목표는 무엇인가?,국가교육과정 환경에 적합한 최신 기술을 도입하여 데이터를 체계적으로 관리하고 시스템의 안정적 확산을 위한 기반 마련,❍ 추진 목표: 국가교육과정 환경에 적합한 최신 기술을 도입하여 데이터를 체계적으로 관리하고 시스템의 안정적 확산을 위한 기반 마련,1.0,1.0,general,easy,15,1.7283222675323486,5.54837441444397,7.276696681976318,direct,0
section_ctx,0,doc_B,table_simple,NCIC 사업의 관련 법규는 무엇인가?,국가를 당사자로 하는 계약에 관한 법률 시행령 제43조 및 제43조의 2,관련법규 : 국가를 당사자로 하는 계약에 관한 법률 시행령 제43조 및 제43조의 2,1.0,1.0,compliance,hard,15,1.780289649963379,7.5689074993133545,9.349197149276733,direct,0
section_ctx,0,doc_C,table_complex,차세대 응급의료 상황관리시스템 구축 사업의 사업예산은 얼마인가?,"금일십사억원정(￦1,400,000,000원, VAT 포함)","다. 사업예산 : 금일십사억원정 (₩1,400,000,000원, VAT포함)",0.5,1.0,budget,easy,15,1.788118600845337,7.089643955230713,8.87776255607605,direct,0
section_ctx,0,doc_C,table_complex,차세대 응급의료 상황관리시스템의 사업기간은?,계약일로부터 2024년 12월 31일까지,나. 사업기간 : 계약일로부터 2024년 12월 31일까지,1.0,1.0,schedule,easy,15,2.0711073875427246,6.347662687301636,8.41877007484436,direct,0
